$submission->id, $submission->user->username, $submission->created_at, $start_judging_time,  $judge_run_time, $seconds_to_submit, $total_pending_time
12552, thi_cuoiky-O110-23521189-P8TJZ, 2024-01-11 01:06:22, 2024-01-11 01:06:23, 7859, 1282, 1
12553, thi_cuoiky-O112-23520210-4KIRA, 2024-01-11 01:06:24, 2024-01-11 01:06:25, 44430, 1284, 1
12554, thi_cuoiky-O112-23520683-WOO88, 2024-01-11 01:06:27, 2024-01-11 01:06:28, 21936, 1287, 1
12555, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:06:30, 2024-01-11 01:06:30, 1844, 1290, 0
12556, thi_cuoiky-O112-23521011-QNLX5, 2024-01-11 01:06:30, 2024-01-11 01:06:30, 11207, 1290, 0
12557, thi_cuoiky-O11-23520526-3M4BH, 2024-01-11 01:06:30, 2024-01-11 01:06:30, 24291, 1290, 0
12558, thi_cuoiky-O110-23520410-L0Y7X, 2024-01-11 01:06:32, 2024-01-11 01:06:32, 8409, 1292, 0
12559, thi_cuoiky-O11-23520453-RBLAK, 2024-01-11 01:06:32, 2024-01-11 01:06:32, 24613, 1292, 0
12560, thi_cuoiky-O110-23520305-S2JUI, 2024-01-11 01:06:33, 2024-01-11 01:06:33, 4028, 1293, 0
12561, thi_cuoiky-O11-23520559-5U0BZ, 2024-01-11 01:06:38, 2024-01-11 01:06:38, 28330, 1298, 0
12562, thi_cuoiky-O110-23520947-YHJE0, 2024-01-11 01:06:43, 2024-01-11 01:06:43, 9963, 1303, 0
12563, thi_cuoiky-O110-23521634-VNYCH, 2024-01-11 01:06:43, 2024-01-11 01:06:44, 32201, 1303, 1
12564, thi_cuoiky-O112-17520375-MDVB0, 2024-01-11 01:06:45, 2024-01-11 01:06:45, 11572, 1305, 0
12565, thi_cuoiky-O11-23520666-LPBLB, 2024-01-11 01:06:49, 2024-01-11 01:06:49, 30391, 1309, 0
12566, thi_cuoiky-O112-23520689-TMKUP, 2024-01-11 01:06:51, 2024-01-11 01:06:51, 824, 1311, 0
12567, thi_cuoiky-O110-23521641-2U084, 2024-01-11 01:06:51, 2024-01-11 01:06:52, 29654, 1311, 1
12568, thi_cuoiky-O11-23520878-EI3I2, 2024-01-11 01:06:51, 2024-01-11 01:06:52, 13458, 1311, 1
12569, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:06:52, 2024-01-11 01:06:52, 3330, 1312, 0
12570, thi_cuoiky-O110-23521777-79NS2, 2024-01-11 01:06:53, 2024-01-11 01:06:54, 12549, 1313, 1
12571, thi_cuoiky-O11-22520419-YCAJN, 2024-01-11 01:06:54, 2024-01-11 01:06:54, 29832, 1314, 0
12572, thi_cuoiky-O112-23521063-9N30C, 2024-01-11 01:06:55, 2024-01-11 01:06:55, 12537, 1315, 0
12573, thi_cuoiky-O11-23520899-ONHYB, 2024-01-11 01:06:57, 2024-01-11 01:06:57, 33257, 1317, 0
12574, thi_cuoiky-O110-23520557-MWXMV, 2024-01-11 01:06:58, 2024-01-11 01:06:58, 30325, 1318, 0
12575, thi_cuoiky-O11-23521067-U211F, 2024-01-11 01:06:58, 2024-01-11 01:06:59, 23638, 1318, 1
12576, thi_cuoiky-O112-23521127-G4CY4, 2024-01-11 01:07:07, 2024-01-11 01:07:07, 28629, 1327, 0
12577, thi_cuoiky-O110-23520819-FLDWP, 2024-01-11 01:07:09, 2024-01-11 01:07:10, 10034, 1329, 1
12578, thi_cuoiky-O11-23520322-5S0NP, 2024-01-11 01:07:10, 2024-01-11 01:07:11, 16798, 1330, 1
12579, thi_cuoiky-O110-23521293-O145K, 2024-01-11 01:07:12, 2024-01-11 01:07:13, 14840, 1332, 1
12580, thi_cuoiky-O110-23520384-811FF, 2024-01-11 01:07:17, 2024-01-11 01:07:18, 28871, 1337, 1
12581, thi_cuoiky-O110-23520243-I6XBV, 2024-01-11 01:07:18, 2024-01-11 01:07:18, 1653, 1338, 0
12582, thi_cuoiky-O11-23520070-X0IH7, 2024-01-11 01:07:20, 2024-01-11 01:07:21, 29232, 1340, 1
12583, thi_cuoiky-O110-23520444-TXESG, 2024-01-11 01:07:21, 2024-01-11 01:07:21, 49060, 1341, 0
12584, thi_cuoiky-O112-23520689-TMKUP, 2024-01-11 01:07:23, 2024-01-11 01:07:23, 11532, 1343, 0
12585, thi_cuoiky-O11-23520368-5MFQV, 2024-01-11 01:07:24, 2024-01-11 01:07:25, 77739, 1344, 1
12586, thi_cuoiky-O11-22521602-170EV, 2024-01-11 01:07:28, 2024-01-11 01:07:28, 10308, 1348, 0
12587, thi_cuoiky-O11-23520618-ELW21, 2024-01-11 01:07:29, 2024-01-11 01:07:29, 27637, 1349, 0
12588, thi_cuoiky-O11-23520559-5U0BZ, 2024-01-11 01:07:31, 2024-01-11 01:07:31, 27091, 1351, 0
12589, thi_cuoiky-O112-23520616-D7DYW, 2024-01-11 01:07:36, 2024-01-11 01:07:37, 27419, 1356, 1
12590, thi_cuoiky-O11-23520899-ONHYB, 2024-01-11 01:07:37, 2024-01-11 01:07:38, 31304, 1357, 1
12591, thi_cuoiky-O112-23520311-E9D4O, 2024-01-11 01:07:38, 2024-01-11 01:07:38, 1549, 1358, 0
12592, thi_cuoiky-O110-23521424-Y6COX, 2024-01-11 01:07:41, 2024-01-11 01:07:41, 11164, 1361, 0
12593, thi_cuoiky-O112-23521063-9N30C, 2024-01-11 01:07:44, 2024-01-11 01:07:45, 10696, 1364, 1
12594, thi_cuoiky-O112-23521136-CKR4R, 2024-01-11 01:07:45, 2024-01-11 01:07:45, 26815, 1365, 0
12595, thi_cuoiky-O112-23520595-CX5R3, 2024-01-11 01:07:47, 2024-01-11 01:07:47, 12770, 1367, 0
12596, thi_cuoiky-O11-23520526-3M4BH, 2024-01-11 01:07:47, 2024-01-11 01:07:48, 26578, 1367, 1
12597, thi_cuoiky-O110-23521443-7CSQR, 2024-01-11 01:07:57, 2024-01-11 01:07:58, 25704, 1377, 1
12598, thi_cuoiky-O11-23520701-P7KJN, 2024-01-11 01:07:58, 2024-01-11 01:07:58, 29678, 1378, 0
12599, thi_cuoiky-O11-23520618-ELW21, 2024-01-11 01:07:58, 2024-01-11 01:07:58, 27437, 1378, 0
12600, thi_cuoiky-O110-23521589-ZTTU0, 2024-01-11 01:07:58, 2024-01-11 01:07:59, 10170, 1378, 1
12601, thi_cuoiky-O110-23520918-85ZXH, 2024-01-11 01:08:00, 2024-01-11 01:08:00, 4576, 1380, 0
12602, thi_cuoiky-O11-23520322-5S0NP, 2024-01-11 01:08:05, 2024-01-11 01:08:05, 11562, 1385, 0
12603, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:08:10, 2024-01-11 01:08:10, 2092, 1390, 0
12604, thi_cuoiky-O11-23520055-KBMND, 2024-01-11 01:08:11, 2024-01-11 01:08:12, 27825, 1391, 1
12605, thi_cuoiky-O110-23520384-811FF, 2024-01-11 01:08:12, 2024-01-11 01:08:12, 27607, 1392, 0
12606, thi_cuoiky-O11-22520234-J86PY, 2024-01-11 01:08:15, 2024-01-11 01:08:16, 14728, 1395, 1
12607, thi_cuoiky-O112-23520642-CCVIE, 2024-01-11 01:08:16, 2024-01-11 01:08:16, 13354, 1396, 0
12608, thi_cuoiky-O11-23521067-U211F, 2024-01-11 01:08:18, 2024-01-11 01:08:19, 11673, 1398, 1
12609, thi_cuoiky-O110-23521641-2U084, 2024-01-11 01:08:20, 2024-01-11 01:08:20, 27279, 1400, 0
12610, thi_cuoiky-O110-23520918-85ZXH, 2024-01-11 01:08:21, 2024-01-11 01:08:22, 14414, 1401, 1
12611, thi_cuoiky-O110-23521811-BSM9I, 2024-01-11 01:08:24, 2024-01-11 01:08:24, 3952, 1404, 0
12612, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:08:25, 2024-01-11 01:08:26, 22292, 1405, 1
12613, thi_cuoiky-O112-23520772-62GF3, 2024-01-11 01:08:27, 2024-01-11 01:08:27, 10757, 1407, 0
12614, thi_cuoiky-O112-23520683-WOO88, 2024-01-11 01:08:29, 2024-01-11 01:08:29, 24720, 1409, 0
12615, thi_cuoiky-O110-23521847-NGRGC, 2024-01-11 01:08:29, 2024-01-11 01:08:30, 1547, 1409, 1
12616, thi_cuoiky-O11-20520669-H80OY, 2024-01-11 01:08:36, 2024-01-11 01:08:36, 29504, 1416, 0
12617, thi_cuoiky-O110-23520126-1L8DC, 2024-01-11 01:08:40, 2024-01-11 01:08:41, 9206, 1420, 1
12618, thi_cuoiky-O11-23520666-LPBLB, 2024-01-11 01:08:41, 2024-01-11 01:08:42, 25901, 1421, 1
12619, thi_cuoiky-O11-23520701-P7KJN, 2024-01-11 01:08:42, 2024-01-11 01:08:43, 29386, 1422, 1
12620, thi_cuoiky-O11-22520419-YCAJN, 2024-01-11 01:08:45, 2024-01-11 01:08:45, 27004, 1425, 0
12621, thi_cuoiky-O112-23521261-S30G4, 2024-01-11 01:08:51, 2024-01-11 01:08:51, 28584, 1431, 0
12622, thi_cuoiky-O110-23520557-MWXMV, 2024-01-11 01:08:53, 2024-01-11 01:08:53, 30724, 1433, 0
12623, thi_cuoiky-O11-23520199-51GDB, 2024-01-11 01:08:54, 2024-01-11 01:08:55, 36073, 1434, 1
12624, thi_cuoiky-O11-23520873-8UZT4, 2024-01-11 01:08:57, 2024-01-11 01:08:57, 37753, 1437, 0
12625, thi_cuoiky-O11-23520526-3M4BH, 2024-01-11 01:08:58, 2024-01-11 01:08:58, 33844, 1438, 0
12626, thi_cuoiky-O110-23520466-DOG7L, 2024-01-11 01:09:01, 2024-01-11 01:09:02, 12981, 1441, 1
12627, thi_cuoiky-O112-23521484-S67FD, 2024-01-11 01:09:02, 2024-01-11 01:09:03, 25477, 1442, 1
12628, thi_cuoiky-O11-23520530-FPVPS, 2024-01-11 01:09:03, 2024-01-11 01:09:04, 36089, 1443, 1
12629, thi_cuoiky-O110-23520093-THZQJ, 2024-01-11 01:09:04, 2024-01-11 01:09:05, 2317, 1444, 1
12630, thi_cuoiky-O11-23520070-X0IH7, 2024-01-11 01:09:05, 2024-01-11 01:09:05, 33356, 1445, 0
12631, thi_cuoiky-O112-23521220-XNYTN, 2024-01-11 01:09:06, 2024-01-11 01:09:06, 53825, 1446, 0
12632, thi_cuoiky-O110-23520790-Z91LF, 2024-01-11 01:09:14, 2024-01-11 01:09:14, 13363, 1454, 0
12633, thi_cuoiky-O112-23521341-L4RKE, 2024-01-11 01:09:16, 2024-01-11 01:09:16, 17973, 1456, 0
12634, thi_cuoiky-O110-23520448-4QH56, 2024-01-11 01:09:16, 2024-01-11 01:09:16, 14107, 1456, 0
12635, thi_cuoiky-O110-23520384-811FF, 2024-01-11 01:09:17, 2024-01-11 01:09:17, 30752, 1457, 0
12636, thi_cuoiky-O110-23521363-KZ1JO, 2024-01-11 01:09:21, 2024-01-11 01:09:21, 15217, 1461, 0
12637, thi_cuoiky-O11-23520442-C21O2, 2024-01-11 01:09:22, 2024-01-11 01:09:22, 46165, 1462, 0
12638, thi_cuoiky-O110-23521792-K535K, 2024-01-11 01:09:23, 2024-01-11 01:09:23, 2100, 1463, 0
12639, thi_cuoiky-O11-23520878-EI3I2, 2024-01-11 01:09:24, 2024-01-11 01:09:24, 12875, 1464, 0
12640, thi_cuoiky-O112-23520461-LKS7O, 2024-01-11 01:09:26, 2024-01-11 01:09:26, 12445, 1466, 0
12641, thi_cuoiky-O112-23521214-FUBCR, 2024-01-11 01:09:28, 2024-01-11 01:09:29, 22086, 1468, 1
12642, thi_cuoiky-O11-23520801-CIJJN, 2024-01-11 01:09:29, 2024-01-11 01:09:30, 26111, 1469, 1
12643, thi_cuoiky-O11-23520566-8JXGX, 2024-01-11 01:09:35, 2024-01-11 01:09:36, 11806, 1475, 1
12644, thi_cuoiky-O110-23521811-BSM9I, 2024-01-11 01:09:40, 2024-01-11 01:09:41, 26236, 1480, 1
12645, thi_cuoiky-O11-23520845-IC7WD, 2024-01-11 01:09:41, 2024-01-11 01:09:42, 28815, 1481, 1
12646, thi_cuoiky-O11-20520669-H80OY, 2024-01-11 01:09:42, 2024-01-11 01:09:42, 30297, 1482, 0
12647, thi_cuoiky-O11-23520329-OEAU3, 2024-01-11 01:09:45, 2024-01-11 01:09:45, 82920, 1485, 0
12648, thi_cuoiky-O110-23520093-THZQJ, 2024-01-11 01:09:45, 2024-01-11 01:09:46, 10246, 1485, 1
12649, thi_cuoiky-O110-23521847-NGRGC, 2024-01-11 01:09:48, 2024-01-11 01:09:48, 29557, 1488, 0
12650, thi_cuoiky-O110-23520918-85ZXH, 2024-01-11 01:09:51, 2024-01-11 01:09:51, 12806, 1491, 0
12651, thi_cuoiky-O110-23520790-Z91LF, 2024-01-11 01:09:57, 2024-01-11 01:09:57, 10297, 1497, 0
12652, thi_cuoiky-O110-23521363-KZ1JO, 2024-01-11 01:09:58, 2024-01-11 01:09:58, 12144, 1498, 0
12653, thi_cuoiky-O112-23520613-NRPYX, 2024-01-11 01:10:00, 2024-01-11 01:10:00, 30340, 1500, 0
12654, thi_cuoiky-O11-23520666-LPBLB, 2024-01-11 01:10:01, 2024-01-11 01:10:02, 1762, 1501, 1
12655, thi_cuoiky-O11-23520070-X0IH7, 2024-01-11 01:10:05, 2024-01-11 01:10:06, 26256, 1505, 1
12656, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:10:07, 2024-01-11 01:10:08, 22213, 1507, 1
12657, thi_cuoiky-O11-20520393-Z0ZPX, 2024-01-11 01:10:10, 2024-01-11 01:10:10, 26813, 1510, 0
12658, thi_cuoiky-O110-23521641-2U084, 2024-01-11 01:10:12, 2024-01-11 01:10:12, 26745, 1512, 0
12659, thi_cuoiky-O11-20520669-H80OY, 2024-01-11 01:10:14, 2024-01-11 01:10:14, 31381, 1514, 0
12660, thi_cuoiky-O110-23521189-P8TJZ, 2024-01-11 01:10:14, 2024-01-11 01:10:15, 26525, 1514, 1
12661, thi_cuoiky-O110-23520207-8Z75O, 2024-01-11 01:10:15, 2024-01-11 01:10:15, 26930, 1515, 0
12662, thi_cuoiky-O110-23521336-V9E2F, 2024-01-11 01:10:18, 2024-01-11 01:10:19, 9736, 1518, 1
12663, thi_cuoiky-O11-19520631-TK9BE, 2024-01-11 01:10:19, 2024-01-11 01:10:19, 26993, 1519, 0
12664, thi_cuoiky-O112-23520320-C6FE0, 2024-01-11 01:10:29, 2024-01-11 01:10:29, 1844, 1529, 0
12665, thi_cuoiky-O110-23521443-7CSQR, 2024-01-11 01:10:30, 2024-01-11 01:10:31, 31169, 1530, 1
12666, thi_cuoiky-O110-23521601-4SUS8, 2024-01-11 01:10:33, 2024-01-11 01:10:34, 31997, 1533, 1
12667, thi_cuoiky-O112-23521127-G4CY4, 2024-01-11 01:10:34, 2024-01-11 01:10:34, 32798, 1534, 0
12668, thi_cuoiky-O110-23521262-BYG58, 2024-01-11 01:10:37, 2024-01-11 01:10:37, 35850, 1537, 0
12669, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:10:42, 2024-01-11 01:10:43, 24800, 1542, 1
12670, thi_cuoiky-O11-23520513-15VRI, 2024-01-11 01:10:43, 2024-01-11 01:10:43, 105134, 1543, 0
12671, thi_cuoiky-O11-23520530-FPVPS, 2024-01-11 01:10:44, 2024-01-11 01:10:44, 35196, 1544, 0
12672, thi_cuoiky-O112-23521553-QJ4WN, 2024-01-11 01:10:46, 2024-01-11 01:10:47, 2207, 1546, 1
12673, thi_cuoiky-O112-23521709-KVAUS, 2024-01-11 01:10:49, 2024-01-11 01:10:49, 13702, 1549, 0
12674, thi_cuoiky-O112-23521484-S67FD, 2024-01-11 01:10:51, 2024-01-11 01:10:52, 14831, 1551, 1
12675, thi_cuoiky-O11-23521143-E3XEW, 2024-01-11 01:10:52, 2024-01-11 01:10:52, 69466, 1552, 0
12676, thi_cuoiky-O112-23521511-HPARN, 2024-01-11 01:10:53, 2024-01-11 01:10:53, 33606, 1553, 0
12677, thi_cuoiky-O112-23521445-NU5MA, 2024-01-11 01:10:57, 2024-01-11 01:10:57, 13945, 1557, 0
12678, thi_cuoiky-O112-23520461-LKS7O, 2024-01-11 01:10:58, 2024-01-11 01:10:59, 13650, 1558, 1
12679, thi_cuoiky-O110-23521064-NE0JR, 2024-01-11 01:11:04, 2024-01-11 01:11:04, 73670, 1564, 0
12680, thi_cuoiky-O11-23520571-VPZ9D, 2024-01-11 01:11:04, 2024-01-11 01:11:04, 11801, 1564, 0
12681, thi_cuoiky-O110-23521320-9WQ08, 2024-01-11 01:11:06, 2024-01-11 01:11:06, 40661, 1566, 0
12682, thi_cuoiky-O112-23520210-4KIRA, 2024-01-11 01:11:08, 2024-01-11 01:11:09, 79405, 1568, 1
12683, thi_cuoiky-O112-23521553-QJ4WN, 2024-01-11 01:11:15, 2024-01-11 01:11:15, 43762, 1575, 0
12684, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:11:18, 2024-01-11 01:11:18, 1620, 1578, 0
12685, thi_cuoiky-O110-23521792-K535K, 2024-01-11 01:11:18, 2024-01-11 01:11:18, 1867, 1578, 0
12686, thi_cuoiky-O11-20520669-H80OY, 2024-01-11 01:11:19, 2024-01-11 01:11:19, 53917, 1579, 0
12687, thi_cuoiky-O112-23521220-XNYTN, 2024-01-11 01:11:19, 2024-01-11 01:11:19, 83810, 1579, 0
12688, thi_cuoiky-O11-23520329-OEAU3, 2024-01-11 01:11:21, 2024-01-11 01:11:21, 118168, 1581, 0
12689, thi_cuoiky-O11-23520873-8UZT4, 2024-01-11 01:11:21, 2024-01-11 01:11:21, 54526, 1581, 0
12690, thi_cuoiky-O110-23520826-YUEJC, 2024-01-11 01:11:22, 2024-01-11 01:11:23, 1921, 1582, 1
12691, thi_cuoiky-O11-19520631-TK9BE, 2024-01-11 01:11:23, 2024-01-11 01:11:24, 15330, 1583, 1
12692, thi_cuoiky-O110-23521293-O145K, 2024-01-11 01:11:23, 2024-01-11 01:11:24, 60587, 1583, 1
12693, thi_cuoiky-O11-23520559-5U0BZ, 2024-01-11 01:11:24, 2024-01-11 01:11:25, 2420, 1584, 1
12694, thi_cuoiky-O112-23520616-D7DYW, 2024-01-11 01:11:25, 2024-01-11 01:11:26, 51592, 1585, 1
12695, thi_cuoiky-O11-23520801-CIJJN, 2024-01-11 01:11:27, 2024-01-11 01:11:27, 52712, 1587, 0
12696, thi_cuoiky-O11-23520526-3M4BH, 2024-01-11 01:11:28, 2024-01-11 01:11:29, 52865, 1588, 1
12697, thi_cuoiky-O110-23520153-CS68C, 2024-01-11 01:11:29, 2024-01-11 01:11:29, 52373, 1589, 0
12698, thi_cuoiky-O112-23521136-CKR4R, 2024-01-11 01:11:29, 2024-01-11 01:11:30, 53964, 1589, 1
12699, thi_cuoiky-O112-23521214-FUBCR, 2024-01-11 01:11:30, 2024-01-11 01:11:31, 1325, 1590, 1
12700, thi_cuoiky-O110-23521189-P8TJZ, 2024-01-11 01:11:34, 2024-01-11 01:11:34, 55849, 1594, 0
12701, thi_cuoiky-O110-23521641-2U084, 2024-01-11 01:11:35, 2024-01-11 01:11:35, 54368, 1595, 0
12702, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:11:36, 2024-01-11 01:11:36, 31418, 1596, 0
12703, thi_cuoiky-O110-23521399-YL9JE, 2024-01-11 01:11:39, 2024-01-11 01:11:40, 21596, 1599, 1
12704, thi_cuoiky-O112-23521805-N1C7L, 2024-01-11 01:11:44, 2024-01-11 01:11:44, 60838, 1604, 0
12705, thi_cuoiky-O112-23520088-5ZT2O, 2024-01-11 01:11:45, 2024-01-11 01:11:45, 25807, 1605, 0
12706, thi_cuoiky-O11-23521054-YL5ZI, 2024-01-11 01:11:47, 2024-01-11 01:11:48, 3426, 1607, 1
12707, thi_cuoiky-O112-23520827-1T05E, 2024-01-11 01:11:49, 2024-01-11 01:11:53, 21204, 1609, 4
12708, thi_cuoiky-O110-23521601-4SUS8, 2024-01-11 01:11:52, 2024-01-11 01:12:01, 50568, 1612, 9
12709, thi_cuoiky-O11-23520559-5U0BZ, 2024-01-11 01:11:54, 2024-01-11 01:12:04, 3353, 1614, 10
12710, thi_cuoiky-O112-23520652-85UAD, 2024-01-11 01:11:55, 2024-01-11 01:12:04, 91270, 1615, 9
12711, thi_cuoiky-O110-23521766-RKU1F, 2024-01-11 01:11:56, 2024-01-11 01:12:08, 21569, 1616, 12
12712, thi_cuoiky-O11-23520070-X0IH7, 2024-01-11 01:11:57, 2024-01-11 01:12:09, 48933, 1617, 12
12713, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:11:58, 2024-01-11 01:12:13, 2708, 1618, 15
12714, thi_cuoiky-O11-23520986-LWMF5, 2024-01-11 01:12:06, 2024-01-11 01:12:15, 82599, 1626, 9
12715, thi_cuoiky-O11-23520566-8JXGX, 2024-01-11 01:12:07, 2024-01-11 01:12:15, 20716, 1627, 8
12716, thi_cuoiky-O11-20520393-Z0ZPX, 2024-01-11 01:12:10, 2024-01-11 01:12:16, 47773, 1630, 6
12717, thi_cuoiky-O112-23521548-14A05, 2024-01-11 01:12:15, 2024-01-11 01:12:18, 17264, 1635, 3
12718, thi_cuoiky-O110-23520349-0UFHA, 2024-01-11 01:12:18, 2024-01-11 01:12:18, 16688, 1638, 0
12719, thi_cuoiky-O11-23520044-X70JI, 2024-01-11 01:12:19, 2024-01-11 01:12:19, 46712, 1639, 0
12720, thi_cuoiky-O110-23520444-TXESG, 2024-01-11 01:12:24, 2024-01-11 01:12:24, 84385, 1644, 0
12721, thi_cuoiky-O110-23520917-L8C72, 2024-01-11 01:12:31, 2024-01-11 01:12:31, 87486, 1651, 0
12722, thi_cuoiky-O11-19520631-TK9BE, 2024-01-11 01:12:35, 2024-01-11 01:12:35, 1442, 1655, 0
12723, thi_cuoiky-O112-23521445-NU5MA, 2024-01-11 01:12:38, 2024-01-11 01:12:38, 17728, 1658, 0
12724, thi_cuoiky-O110-23521634-VNYCH, 2024-01-11 01:12:39, 2024-01-11 01:12:40, 52392, 1659, 1
12725, thi_cuoiky-O11-20520669-H80OY, 2024-01-11 01:12:39, 2024-01-11 01:12:40, 54182, 1659, 1
12726, thi_cuoiky-O11-23520801-CIJJN, 2024-01-11 01:12:40, 2024-01-11 01:12:40, 49464, 1660, 0
12727, thi_cuoiky-O11-23521133-LS44A, 2024-01-11 01:12:41, 2024-01-11 01:12:41, 53627, 1661, 0
12728, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:12:42, 2024-01-11 01:12:42, 2828, 1662, 0
12729, thi_cuoiky-O112-23521767-FPI3N, 2024-01-11 01:12:44, 2024-01-11 01:12:44, 18632, 1664, 0
12730, thi_cuoiky-O110-23521363-KZ1JO, 2024-01-11 01:12:45, 2024-01-11 01:12:46, 19400, 1665, 1
12731, thi_cuoiky-O11-23520322-5S0NP, 2024-01-11 01:12:48, 2024-01-11 01:12:49, 53536, 1668, 1
12732, thi_cuoiky-O112-23521220-XNYTN, 2024-01-11 01:12:50, 2024-01-11 01:12:51, 84230, 1670, 1
12733, thi_cuoiky-O112-23521553-QJ4WN, 2024-01-11 01:12:51, 2024-01-11 01:12:51, 51384, 1671, 0
12734, thi_cuoiky-O11-23520397-3F5O5, 2024-01-11 01:12:52, 2024-01-11 01:12:53, 17398, 1672, 1
12735, thi_cuoiky-O11-23520442-C21O2, 2024-01-11 01:13:01, 2024-01-11 01:13:01, 80314, 1681, 0
12736, thi_cuoiky-O110-23520455-HEH8J, 2024-01-11 01:13:01, 2024-01-11 01:13:02, 50308, 1681, 1
12737, thi_cuoiky-O110-23520508-FTNGH, 2024-01-11 01:13:04, 2024-01-11 01:13:05, 20283, 1684, 1
12738, thi_cuoiky-O112-23520419-2U4QZ, 2024-01-11 01:13:05, 2024-01-11 01:13:06, 83256, 1685, 1
12739, thi_cuoiky-O110-23520082-0GCAZ, 2024-01-11 01:13:10, 2024-01-11 01:13:11, 3054, 1690, 1
12740, thi_cuoiky-O112-23521658-LS9TL, 2024-01-11 01:13:10, 2024-01-11 01:13:11, 20070, 1690, 1
12741, thi_cuoiky-O110-23520826-YUEJC, 2024-01-11 01:13:11, 2024-01-11 01:13:11, 2468, 1691, 0
12742, thi_cuoiky-O110-23521641-2U084, 2024-01-11 01:13:14, 2024-01-11 01:13:15, 47608, 1694, 1
12743, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:13:15, 2024-01-11 01:13:16, 2668, 1695, 1
12744, thi_cuoiky-O112-23520950-8TS6P, 2024-01-11 01:13:18, 2024-01-11 01:13:19, 2761, 1698, 1
12745, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:13:19, 2024-01-11 01:13:20, 2476, 1699, 1
12746, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:13:23, 2024-01-11 01:13:23, 2555, 1703, 0
12747, thi_cuoiky-O11-22520419-YCAJN, 2024-01-11 01:13:25, 2024-01-11 01:13:26, 48581, 1705, 1
12748, thi_cuoiky-O11-23521054-YL5ZI, 2024-01-11 01:13:26, 2024-01-11 01:13:27, 50183, 1706, 1
12749, thi_cuoiky-O11-23520526-3M4BH, 2024-01-11 01:13:27, 2024-01-11 01:13:27, 47304, 1707, 0
12750, thi_cuoiky-O110-23520153-CS68C, 2024-01-11 01:13:32, 2024-01-11 01:13:32, 49048, 1712, 0
12751, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:13:32, 2024-01-11 01:13:32, 2753, 1712, 0
12752, thi_cuoiky-O11-23520514-N8ZLH, 2024-01-11 01:13:36, 2024-01-11 01:13:36, 85901, 1716, 0
12753, thi_cuoiky-O11-23520530-FPVPS, 2024-01-11 01:13:37, 2024-01-11 01:13:37, 48884, 1717, 0
12754, thi_cuoiky-O110-23520159-103PN, 2024-01-11 01:13:38, 2024-01-11 01:13:38, 2984, 1718, 0
12755, thi_cuoiky-O110-23520292-L34ZJ, 2024-01-11 01:13:42, 2024-01-11 01:13:43, 45083, 1722, 1
12756, thi_cuoiky-O110-23521738-E14W8, 2024-01-11 01:13:44, 2024-01-11 01:13:44, 30005, 1724, 0
12757, thi_cuoiky-O11-23520801-CIJJN, 2024-01-11 01:13:47, 2024-01-11 01:13:48, 43264, 1727, 1
12758, thi_cuoiky-O112-23520409-6M6F9, 2024-01-11 01:13:52, 2024-01-11 01:13:52, 61547, 1732, 0
12759, thi_cuoiky-O110-23521601-4SUS8, 2024-01-11 01:13:53, 2024-01-11 01:13:53, 40243, 1733, 0
12760, thi_cuoiky-O110-23521443-7CSQR, 2024-01-11 01:13:54, 2024-01-11 01:13:54, 40349, 1734, 0
12761, thi_cuoiky-O11-23520566-8JXGX, 2024-01-11 01:13:56, 2024-01-11 01:13:56, 22599, 1736, 0
12762, thi_cuoiky-O112-23520677-OJ2LK, 2024-01-11 01:14:00, 2024-01-11 01:14:00, 41450, 1740, 0
12763, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:14:00, 2024-01-11 01:14:01, 2512, 1740, 1
12764, thi_cuoiky-O112-23521553-QJ4WN, 2024-01-11 01:14:02, 2024-01-11 01:14:02, 36375, 1742, 0
12765, thi_cuoiky-O110-23521792-K535K, 2024-01-11 01:14:05, 2024-01-11 01:14:06, 19447, 1745, 1
12766, thi_cuoiky-O110-23521766-RKU1F, 2024-01-11 01:14:11, 2024-01-11 01:14:11, 15853, 1751, 0
12767, thi_cuoiky-O112-23521484-S67FD, 2024-01-11 01:14:20, 2024-01-11 01:14:20, 26962, 1760, 0
12768, thi_cuoiky-O110-23520777-BVVC4, 2024-01-11 01:14:22, 2024-01-11 01:14:23, 17154, 1762, 1
12769, thi_cuoiky-O110-23520867-7MSIS, 2024-01-11 01:14:33, 2024-01-11 01:14:34, 8988, 1773, 1
